state,district,market,commodity,modal_price
Tamil Nadu,Dharmapuri,Palacode(Uzhavar Sandhai ) APMC,Elephant Yam(Suran)/Amorphophallus,3800.0
Tamil Nadu,Dharmapuri,Palacode(Uzhavar Sandhai ) APMC,Lemon,14500.0
Tamil Nadu,Dharmapuri,Palacode(Uzhavar Sandhai ) APMC,Amla(Nelli Kai),9250.0
Tamil Nadu,Dharmapuri,Palacode(Uzhavar Sandhai ) APMC,Onion Green,3400.0
Tamil Nadu,Dharmapuri,AJattihalli(Uzhavar Sandhai ) APMC,Onion,2500.0
Tamil Nadu,Dharmapuri,AJattihalli(Uzhavar Sandhai ) APMC,Cauliflower,2900.0
Tamil Nadu,Dharmapuri,AJattihalli(Uzhavar Sandhai ) APMC,Cluster beans,3900.0
Tamil Nadu,Dharmapuri,AJattihalli(Uzhavar Sandhai ) APMC,Beetroot,3900.0
Tamil Nadu,Dharmapuri,AJattihalli(Uzhavar Sandhai ) APMC,Cucumbar(Kheera),3700.0
Tamil Nadu,Dindigul,Dindigul(Uzhavar Sandhai ) APMC,Cauliflower,4500.0
Tamil Nadu,Dindigul,Dindigul(Uzhavar Sandhai ) APMC,Papaya,3250.0
Tamil Nadu,Dindigul,Dindigul(Uzhavar Sandhai ) APMC,Ashgourd,2750.0
Tamil Nadu,Dindigul,Dindigul(Uzhavar Sandhai ) APMC,Bhindi(Ladies Finger),4500.0
Tamil Nadu,Dindigul,Dindigul(Uzhavar Sandhai ) APMC,Beetroot,4500.0
Tamil Nadu,Dindigul,Dindigul(Uzhavar Sandhai ) APMC,Thondekai,3300.0
Tamil Nadu,Dindigul,Dindigul(Uzhavar Sandhai ) APMC,Chow Chow,2750.0
Tamil Nadu,Dindigul,Dindigul(Uzhavar Sandhai ) APMC,Mango(Raw-Ripe),4500.0
Tamil Nadu,Dindigul,Dindigul(Uzhavar Sandhai ) APMC,Tamarind Fruit,15500.0
Tamil Nadu,Dindigul,Dindigul(Uzhavar Sandhai ) APMC,Yam(Ratalu),6500.0
Tamil Nadu,Dindigul,Palani(Uzhavar Sandhai ) APMC,Potato,2300.0
Tamil Nadu,Dindigul,Palani(Uzhavar Sandhai ) APMC,Garlic,25000.0
Tamil Nadu,Dindigul,Palani(Uzhavar Sandhai ) APMC,Bottle gourd,1000.0
Tamil Nadu,Dindigul,Palani(Uzhavar Sandhai ) APMC,Tapioca,2750.0
Tamil Nadu,Dindigul,Palani(Uzhavar Sandhai ) APMC,Carrot,3600.0
Tamil Nadu,Dindigul,Palani(Uzhavar Sandhai ) APMC,Drumstick,2750.0
Tamil Nadu,Dindigul,Palani(Uzhavar Sandhai ) APMC,Mango(Raw-Ripe),2750.0
Tamil Nadu,Dindigul,Palani(Uzhavar Sandhai ) APMC,Guava,4500.0
Tamil Nadu,Dindigul,Palani(Uzhavar Sandhai ) APMC,Tender Coconut,3500.0
Tamil Nadu,Dindigul,Palani(Uzhavar Sandhai ) APMC,Yam(Ratalu),5500.0
Tamil Nadu,Dindigul,Chinnalapatti(Uzhavar Sandhai ) APMC,Cluster beans,3750.0
Tamil Nadu,Dindigul,Chinnalapatti(Uzhavar Sandhai ) APMC,Banana - Green,1750.0
Tamil Nadu,Dindigul,Chinnalapatti(Uzhavar Sandhai ) APMC,Tapioca,3300.0
Tamil Nadu,Dindigul,Chinnalapatti(Uzhavar Sandhai ) APMC,Cabbage,2750.0
Tamil Nadu,Dindigul,Chinnalapatti(Uzhavar Sandhai ) APMC,Snakeguard,3500.0
Tamil Nadu,Dindigul,Chinnalapatti(Uzhavar Sandhai ) APMC,Drumstick,4500.0
Tamil Nadu,Dindigul,Chinnalapatti(Uzhavar Sandhai ) APMC,Mango(Raw-Ripe),4500.0
Tamil Nadu,Dindigul,Chinnalapatti(Uzhavar Sandhai ) APMC,Indian Beans(Seam),7500.0
Tamil Nadu,Dindigul,Chinnalapatti(Uzhavar Sandhai ) APMC,Mint(Pudina),2250.0
Tamil Nadu,Erode,Periyar Nagar(Uzhavar Sandhai ) APMC,Banana,2200.0
Tamil Nadu,Erode,Periyar Nagar(Uzhavar Sandhai ) APMC,Brinjal,2200.0
Tamil Nadu,Erode,Periyar Nagar(Uzhavar Sandhai ) APMC,Bitter gourd,3200.0
Tamil Nadu,Erode,Periyar Nagar(Uzhavar Sandhai ) APMC,Bhindi(Ladies Finger),5200.0
Tamil Nadu,Erode,Periyar Nagar(Uzhavar Sandhai ) APMC,Banana - Green,3250.0
Tamil Nadu,Erode,Periyar Nagar(Uzhavar Sandhai ) APMC,Sweet Potato,3250.0
Tamil Nadu,Erode,Periyar Nagar(Uzhavar Sandhai ) APMC,Raddish,2200.0
Tamil Nadu,Erode,Periyar Nagar(Uzhavar Sandhai ) APMC,Green Avare(W),5200.0
Tamil Nadu,Erode,Periyar Nagar(Uzhavar Sandhai ) APMC,Elephant Yam(Suran)/Amorphophallus,2100.0
Tamil Nadu,Erode,Periyar Nagar(Uzhavar Sandhai ) APMC,Onion Green,2400.0
Tamil Nadu,Erode,Perundurai(Uzhavar Sandhai ) APMC,Potato,2750.0
Tamil Nadu,Erode,Perundurai(Uzhavar Sandhai ) APMC,Brinjal,2650.0
Tamil Nadu,Erode,Perundurai(Uzhavar Sandhai ) APMC,Coriander(Leaves),4650.0
Tamil Nadu,Erode,Perundurai(Uzhavar Sandhai ) APMC,Bitter gourd,2800.0
Tamil Nadu,Erode,Perundurai(Uzhavar Sandhai ) APMC,Coconut,4250.0
Tamil Nadu,Erode,Perundurai(Uzhavar Sandhai ) APMC,Beetroot,4250.0
Tamil Nadu,Erode,Perundurai(Uzhavar Sandhai ) APMC,Mint(Pudina),3750.0
Tamil Nadu,Erode,Thalavadi(Uzhavar Sandhai ) APMC,Potato,3200.0
Tamil Nadu,Erode,Thalavadi(Uzhavar Sandhai ) APMC,Cauliflower,2750.0
Tamil Nadu,Erode,Thalavadi(Uzhavar Sandhai ) APMC,Brinjal,2600.0
Tamil Nadu,Erode,Thalavadi(Uzhavar Sandhai ) APMC,Papaya,2200.0
Tamil Nadu,Erode,Thalavadi(Uzhavar Sandhai ) APMC,Bottle gourd,1750.0
Tamil Nadu,Erode,Thalavadi(Uzhavar Sandhai ) APMC,Coconut,4500.0
Tamil Nadu,Erode,Thalavadi(Uzhavar Sandhai ) APMC,Cabbage,1150.0
Tamil Nadu,Erode,Thalavadi(Uzhavar Sandhai ) APMC,Snakeguard,3750.0
Tamil Nadu,Erode,Thalavadi(Uzhavar Sandhai ) APMC,Beetroot,2700.0
Tamil Nadu,Kancheepuram,Padappai(Uzhavar Sandhai ) APMC,Banana,5250.0
Tamil Nadu,Kancheepuram,Padappai(Uzhavar Sandhai ) APMC,Onion,2250.0
Tamil Nadu,Kancheepuram,Padappai(Uzhavar Sandhai ) APMC,Cauliflower,3000.0
Tamil Nadu,Kancheepuram,Padappai(Uzhavar Sandhai ) APMC,Banana - Green,3000.0
Tamil Nadu,Kancheepuram,Padappai(Uzhavar Sandhai ) APMC,Beans,5250.0
Tamil Nadu,Kancheepuram,Padappai(Uzhavar Sandhai ) APMC,Cabbage,1250.0
Tamil Nadu,Kancheepuram,Padappai(Uzhavar Sandhai ) APMC,Cucumbar(Kheera),3500.0
Tamil Nadu,Kancheepuram,Padappai(Uzhavar Sandhai ) APMC,Mashrooms,24000.0
Tamil Nadu,Kancheepuram,Sunguvarchatram(Uzhavar Sandhai ) APMC,Cauliflower,2750.0
Tamil Nadu,Kancheepuram,Sunguvarchatram(Uzhavar Sandhai ) APMC,Amaranthus,1350.0
Tamil Nadu,Kancheepuram,Sunguvarchatram(Uzhavar Sandhai ) APMC,Banana - Green,1750.0
Tamil Nadu,Kancheepuram,Sunguvarchatram(Uzhavar Sandhai ) APMC,Coconut,4750.0
Tamil Nadu,Kancheepuram,Sunguvarchatram(Uzhavar Sandhai ) APMC,Cabbage,1750.0
Tamil Nadu,Kancheepuram,Sunguvarchatram(Uzhavar Sandhai ) APMC,Green Avare(W),4250.0
Tamil Nadu,Kancheepuram,Kundrathur(Uzhavar Sandhai ) APMC,Banana,4500.0
Tamil Nadu,Kancheepuram,Kundrathur(Uzhavar Sandhai ) APMC,Potato,2750.0
Tamil Nadu,Kancheepuram,Kundrathur(Uzhavar Sandhai ) APMC,Coriander(Leaves),4000.0
Tamil Nadu,Kancheepuram,Kundrathur(Uzhavar Sandhai ) APMC,Tomato,1700.0
Tamil Nadu,Kancheepuram,Kundrathur(Uzhavar Sandhai ) APMC,Cluster beans,3500.0
Tamil Nadu,Kancheepuram,Kundrathur(Uzhavar Sandhai ) APMC,Ashgourd,1750.0
Tamil Nadu,Kancheepuram,Kundrathur(Uzhavar Sandhai ) APMC,Pumpkin,1750.0
Tamil Nadu,Kancheepuram,Kundrathur(Uzhavar Sandhai ) APMC,Snakeguard,3500.0
Tamil Nadu,Kancheepuram,Kundrathur(Uzhavar Sandhai ) APMC,Green Avare(W),4500.0
Tamil Nadu,Kancheepuram,Kundrathur(Uzhavar Sandhai ) APMC,Knool Khol,2000.0
Tamil Nadu,Kancheepuram,Kundrathur(Uzhavar Sandhai ) APMC,Colacasia,3000.0
Tamil Nadu,Kancheepuram,Kundrathur(Uzhavar Sandhai ) APMC,Mint(Pudina),3500.0
Tamil Nadu,Karur,Kulithalai(Uzhavar Sandhai ) APMC,Chikoos(Sapota),4500.0
Tamil Nadu,Karur,Kulithalai(Uzhavar Sandhai ) APMC,Bhindi(Ladies Finger),4700.0
Tamil Nadu,Karur,Kulithalai(Uzhavar Sandhai ) APMC,Green Chilli,3800.0
Tamil Nadu,Karur,Kulithalai(Uzhavar Sandhai ) APMC,Carrot,3800.0
Tamil Nadu,Karur,Kulithalai(Uzhavar Sandhai ) APMC,Thondekai,4500.0
Tamil Nadu,Karur,Kulithalai(Uzhavar Sandhai ) APMC,Yam(Ratalu),6500.0
Tamil Nadu,Karur,Kulithalai(Uzhavar Sandhai ) APMC,Amla(Nelli Kai),7500.0
Tamil Nadu,Karur,Kulithalai(Uzhavar Sandhai ) APMC,Onion Green,3250.0
Tamil Nadu,Karur,Velayuthampalayam(Uzhavar Sandhai ) APMC,Brinjal,3150.0
Tamil Nadu,Karur,Velayuthampalayam(Uzhavar Sandhai ) APMC,Cluster beans,3600.0
Tamil Nadu,Karur,Velayuthampalayam(Uzhavar Sandhai ) APMC,Bitter gourd,3600.0
Tamil Nadu,Karur,Velayuthampalayam(Uzhavar Sandhai ) APMC,Ridgeguard(Tori),3600.0
Tamil Nadu,Karur,Velayuthampalayam(Uzhavar Sandhai ) APMC,Raddish,2250.0
Tamil Nadu,Karur,Pallapatti (Uzhavar Sandhai ) APMC,Bottle gourd,1350.0
Tamil Nadu,Karur,Pallapatti (Uzhavar Sandhai ) APMC,Pumpkin,1750.0
Tamil Nadu,Karur,Vengamedu(Uzhavar Sandhai ) APMC,Banana - Green,3750.0
Tamil Nadu,Karur,Vengamedu(Uzhavar Sandhai ) APMC,Ridgeguard(Tori),3750.0
Tamil Nadu,Karur,Vengamedu(Uzhavar Sandhai ) APMC,Raddish,2250.0
Tamil Nadu,Karur,Vengamedu(Uzhavar Sandhai ) APMC,Green Avare(W),8000.0
Tamil Nadu,Karur,Vengamedu(Uzhavar Sandhai ) APMC,Onion Green,3250.0
Tamil Nadu,Krishnagiri,Hosur(Uzhavar Sandhai ) APMC,Apple,23000.0
Tamil Nadu,Krishnagiri,Hosur(Uzhavar Sandhai ) APMC,Cauliflower,2750.0
Tamil Nadu,Krishnagiri,Hosur(Uzhavar Sandhai ) APMC,Coriander(Leaves),2750.0
Tamil Nadu,Krishnagiri,Hosur(Uzhavar Sandhai ) APMC,Green Peas,10500.0
Tamil Nadu,Krishnagiri,Hosur(Uzhavar Sandhai ) APMC,Ashgourd,3750.0
Tamil Nadu,Krishnagiri,Hosur(Uzhavar Sandhai ) APMC,Bhindi(Ladies Finger),5500.0
Tamil Nadu,Krishnagiri,Hosur(Uzhavar Sandhai ) APMC,Cowpea(Veg),4750.0
Tamil Nadu,Krishnagiri,Hosur(Uzhavar Sandhai ) APMC,Beans,6500.0
Tamil Nadu,Krishnagiri,Hosur(Uzhavar Sandhai ) APMC,Tapioca,4750.0
Tamil Nadu,Krishnagiri,Hosur(Uzhavar Sandhai ) APMC,Sweet Potato,3750.0
Tamil Nadu,Krishnagiri,Hosur(Uzhavar Sandhai ) APMC,Cabbage,900.0
Tamil Nadu,Krishnagiri,Hosur(Uzhavar Sandhai ) APMC,Ridgeguard(Tori),3750.0
Tamil Nadu,Krishnagiri,Hosur(Uzhavar Sandhai ) APMC,Pomegranate,17500.0
Tamil Nadu,Krishnagiri,Krishnagiri(Uzhavar Sandhai ) APMC,Groundnut,5750.0
Tamil Nadu,Krishnagiri,Krishnagiri(Uzhavar Sandhai ) APMC,Brinjal,1800.0
Tamil Nadu,Krishnagiri,Krishnagiri(Uzhavar Sandhai ) APMC,Chikoos(Sapota),2750.0
Tamil Nadu,Krishnagiri,Krishnagiri(Uzhavar Sandhai ) APMC,Bottle gourd,1100.0
Tamil Nadu,Krishnagiri,Krishnagiri(Uzhavar Sandhai ) APMC,Amaranthus,2750.0
Tamil Nadu,Krishnagiri,Krishnagiri(Uzhavar Sandhai ) APMC,Green Chilli,3750.0
Tamil Nadu,Krishnagiri,Krishnagiri(Uzhavar Sandhai ) APMC,Banana - Green,2750.0
Tamil Nadu,Krishnagiri,Krishnagiri(Uzhavar Sandhai ) APMC,Ginger(Green),7500.0
Tamil Nadu,Krishnagiri,Krishnagiri(Uzhavar Sandhai ) APMC,Carrot,4250.0
Tamil Nadu,Krishnagiri,Krishnagiri(Uzhavar Sandhai ) APMC,Cucumbar(Kheera),1200.0
Tamil Nadu,Krishnagiri,Krishnagiri(Uzhavar Sandhai ) APMC,Raddish,1300.0
Tamil Nadu,Krishnagiri,Krishnagiri(Uzhavar Sandhai ) APMC,Onion Green,3250.0
Tamil Nadu,Krishnagiri,Krishnagiri(Uzhavar Sandhai ) APMC,Sweet Corn ,2750.0
Tamil Nadu,Krishnagiri,Denkanikottai(Uzhavar Sandhai ) APMC,Papaya,2750.0
Tamil Nadu,Krishnagiri,Denkanikottai(Uzhavar Sandhai ) APMC,Ashgourd,2750.0
Tamil Nadu,Krishnagiri,Denkanikottai(Uzhavar Sandhai ) APMC,Amaranthus,3500.0
Tamil Nadu,Krishnagiri,Denkanikottai(Uzhavar Sandhai ) APMC,Green Chilli,4500.0
Tamil Nadu,Krishnagiri,Denkanikottai(Uzhavar Sandhai ) APMC,Cabbage,900.0
Tamil Nadu,Krishnagiri,Denkanikottai(Uzhavar Sandhai ) APMC,Chow Chow,1750.0
Tamil Nadu,Krishnagiri,Avallapalli(Uzhavar Sandhai ) APMC,Cauliflower,2250.0
Tamil Nadu,Krishnagiri,Avallapalli(Uzhavar Sandhai ) APMC,Papaya,3750.0
Tamil Nadu,Krishnagiri,Avallapalli(Uzhavar Sandhai ) APMC,Cluster beans,4750.0
Tamil Nadu,Krishnagiri,Avallapalli(Uzhavar Sandhai ) APMC,Cowpea(Veg),3750.0
Tamil Nadu,Krishnagiri,Avallapalli(Uzhavar Sandhai ) APMC,Green Avare(W),5250.0
Tamil Nadu,Krishnagiri,Avallapalli(Uzhavar Sandhai ) APMC,Mint(Pudina),1750.0
Tamil Nadu,Madurai,Anna nagar(Uzhavar Sandhai ) APMC,Apple,19000.0
Tamil Nadu,Madurai,Anna nagar(Uzhavar Sandhai ) APMC,Beans,6500.0
Tamil Nadu,Madurai,Anna nagar(Uzhavar Sandhai ) APMC,Beetroot,3750.0
Tamil Nadu,Madurai,Anna nagar(Uzhavar Sandhai ) APMC,Ridgeguard(Tori),3300.0
Tamil Nadu,Madurai,Anna nagar(Uzhavar Sandhai ) APMC,Mango(Raw-Ripe),3750.0
Tamil Nadu,Madurai,Anna nagar(Uzhavar Sandhai ) APMC,Knool Khol,3300.0
Tamil Nadu,Madurai,Anna nagar(Uzhavar Sandhai ) APMC,Lime,11000.0
Tamil Nadu,Madurai,Anna nagar(Uzhavar Sandhai ) APMC,Jasmine,62500.0
Tamil Nadu,Madurai,Chokkikulam(Uzhavar Sandhai ) APMC,Banana,4500.0
Tamil Nadu,Madurai,Chokkikulam(Uzhavar Sandhai ) APMC,Pineapple,6500.0
Tamil Nadu,Madurai,Chokkikulam(Uzhavar Sandhai ) APMC,Green Peas,8000.0
Tamil Nadu,Madurai,Chokkikulam(Uzhavar Sandhai ) APMC,Tomato,1500.0
Tamil Nadu,Madurai,Chokkikulam(Uzhavar Sandhai ) APMC,Ginger(Green),8500.0
Tamil Nadu,Madurai,Chokkikulam(Uzhavar Sandhai ) APMC,Sweet Potato,3300.0
Tamil Nadu,Madurai,Chokkikulam(Uzhavar Sandhai ) APMC,Cabbage,1800.0
Tamil Nadu,Madurai,Chokkikulam(Uzhavar Sandhai ) APMC,Drumstick,5000.0
Tamil Nadu,Madurai,Chokkikulam(Uzhavar Sandhai ) APMC,Guava,7500.0
Tamil Nadu,Madurai,Chokkikulam(Uzhavar Sandhai ) APMC,Yam(Ratalu),5750.0
Tamil Nadu,Madurai,Chokkikulam(Uzhavar Sandhai ) APMC,Indian Beans(Seam),6250.0
Tamil Nadu,Madurai,Chokkikulam(Uzhavar Sandhai ) APMC,Amla(Nelli Kai),6750.0
Tamil Nadu,Madurai,Chokkikulam(Uzhavar Sandhai ) APMC,Onion Green,3900.0
Tamil Nadu,Madurai,Palanganatham(Uzhavar Sandhai ) APMC,Cauliflower,2750.0
Tamil Nadu,Madurai,Palanganatham(Uzhavar Sandhai ) APMC,Bitter gourd,3100.0
Tamil Nadu,Madurai,Palanganatham(Uzhavar Sandhai ) APMC,Ashgourd,1350.0
Tamil Nadu,Madurai,Palanganatham(Uzhavar Sandhai ) APMC,Amaranthus,3300.0
Tamil Nadu,Madurai,Palanganatham(Uzhavar Sandhai ) APMC,Mango(Raw-Ripe),2500.0
Tamil Nadu,Madurai,Palanganatham(Uzhavar Sandhai ) APMC,Guava,7500.0
Tamil Nadu,Madurai,Palanganatham(Uzhavar Sandhai ) APMC,Elephant Yam(Suran)/Amorphophallus,3800.0
Tamil Nadu,Madurai,Usilampatti(Uzhavar Sandhai ) APMC,Coconut,5600.0
Tamil Nadu,Madurai,Usilampatti(Uzhavar Sandhai ) APMC,Snakeguard,3300.0
Tamil Nadu,Madurai,Usilampatti(Uzhavar Sandhai ) APMC,Onion Green,3750.0
Tamil Nadu,Madurai,Usilampatti(Uzhavar Sandhai ) APMC,Mint(Pudina),2750.0
Tamil Nadu,Madurai,Thirumangalam(Uzhavar Sandhai ) APMC,Raddish,2250.0
Tamil Nadu,Madurai,Thirumangalam(Uzhavar Sandhai ) APMC,Drumstick,3500.0
Tamil Nadu,Madurai,Melur(Uzhavar Sandhai ) APMC,Groundnut,6500.0
Tamil Nadu,Madurai,Melur(Uzhavar Sandhai ) APMC,Bottle gourd,1900.0
Tamil Nadu,Madurai,Melur(Uzhavar Sandhai ) APMC,Bhindi(Ladies Finger),4200.0
Tamil Nadu,Madurai,Melur(Uzhavar Sandhai ) APMC,Amaranthus,3300.0
Tamil Nadu,Madurai,Melur(Uzhavar Sandhai ) APMC,Banana - Green,2000.0
Tamil Nadu,Madurai,Melur(Uzhavar Sandhai ) APMC,Snakeguard,3300.0
Tamil Nadu,Madurai,Melur(Uzhavar Sandhai ) APMC,Thondekai,2800.0
Tamil Nadu,Madurai,Melur(Uzhavar Sandhai ) APMC,Colacasia,5000.0
Tamil Nadu,Madurai,Melur(Uzhavar Sandhai ) APMC,Amla(Nelli Kai),6750.0
Tamil Nadu,Madurai,Anaiyur(Uzhavar Sandhai ) APMC,Banana,3500.0
Tamil Nadu,Madurai,Anaiyur(Uzhavar Sandhai ) APMC,Green Peas,7500.0
Tamil Nadu,Madurai,Anaiyur(Uzhavar Sandhai ) APMC,Mousambi(Sweet Lime),7500.0
Tamil Nadu,Madurai,Anaiyur(Uzhavar Sandhai ) APMC,Green Chilli,3300.0
Tamil Nadu,Madurai,Anaiyur(Uzhavar Sandhai ) APMC,Beetroot,3050.0
Tamil Nadu,Madurai,Anaiyur(Uzhavar Sandhai ) APMC,Thondekai,2750.0
Tamil Nadu,Madurai,Anaiyur(Uzhavar Sandhai ) APMC,Capsicum,5500.0
Tamil Nadu,Madurai,Anaiyur(Uzhavar Sandhai ) APMC,Indian Beans(Seam),5500.0
Tamil Nadu,Madurai,Anaiyur(Uzhavar Sandhai ) APMC,Colacasia,5250.0
Tamil Nadu,Madurai,Anaiyur(Uzhavar Sandhai ) APMC,Mint(Pudina),2750.0
Tamil Nadu,Nagapattinam,Nagapattinam(Uzhavar Sandhai ) APMC,Garlic,19000.0
Tamil Nadu,Nagapattinam,Nagapattinam(Uzhavar Sandhai ) APMC,Brinjal,4500.0
Tamil Nadu,Nagapattinam,Nagapattinam(Uzhavar Sandhai ) APMC,Chikoos(Sapota),4500.0
Tamil Nadu,Nagapattinam,Nagapattinam(Uzhavar Sandhai ) APMC,Cabbage,3500.0
Tamil Nadu,Nagapattinam,Nagapattinam(Uzhavar Sandhai ) APMC,Cucumbar(Kheera),6250.0
Tamil Nadu,Nagapattinam,Nagapattinam(Uzhavar Sandhai ) APMC,Thondekai,5500.0
Tamil Nadu,Nagapattinam,Nagapattinam(Uzhavar Sandhai ) APMC,Tamarind Fruit,16000.0
Tamil Nadu,Nagapattinam,Nagapattinam(Uzhavar Sandhai ) APMC,Amla(Nelli Kai),5500.0
Tamil Nadu,Nagapattinam,Sirkali(Uzhavar Sandhai ) APMC,Groundnut,5750.0
Tamil Nadu,Nagapattinam,Sirkali(Uzhavar Sandhai ) APMC,Amaranthus,1750.0
Tamil Nadu,Nagapattinam,Sirkali(Uzhavar Sandhai ) APMC,Cabbage,2750.0
Tamil Nadu,Nagapattinam,Sirkali(Uzhavar Sandhai ) APMC,Mango(Raw-Ripe),6750.0
Tamil Nadu,Nagapattinam,Sirkali(Uzhavar Sandhai ) APMC,Guava,4500.0
Tamil Nadu,Namakkal,Namakkal(Uzhavar Sandhai ) APMC,Pineapple,3750.0
Tamil Nadu,Namakkal,Namakkal(Uzhavar Sandhai ) APMC,Bitter gourd,4750.0
Tamil Nadu,Namakkal,Namakkal(Uzhavar Sandhai ) APMC,Bhindi(Ladies Finger),4400.0
Tamil Nadu,Namakkal,Namakkal(Uzhavar Sandhai ) APMC,Cowpea(Veg),3750.0
Tamil Nadu,Namakkal,Namakkal(Uzhavar Sandhai ) APMC,Beans,7500.0
Tamil Nadu,Namakkal,Namakkal(Uzhavar Sandhai ) APMC,Ridgeguard(Tori),5500.0
Tamil Nadu,Namakkal,Namakkal(Uzhavar Sandhai ) APMC,Knool Khol,2750.0
Tamil Nadu,Namakkal,Namakkal(Uzhavar Sandhai ) APMC,Elephant Yam(Suran)/Amorphophallus,2750.0
Tamil Nadu,Namakkal,Namakkal(Uzhavar Sandhai ) APMC,Yam(Ratalu),5500.0
Tamil Nadu,Namakkal,Namakkal(Uzhavar Sandhai ) APMC,Mint(Pudina),3250.0
Tamil Nadu,Namakkal,Rasipuram(Uzhavar Sandhai ) APMC,Groundnut,6750.0
Tamil Nadu,Namakkal,Rasipuram(Uzhavar Sandhai ) APMC,Onion,2900.0
Tamil Nadu,Namakkal,Rasipuram(Uzhavar Sandhai ) APMC,Cauliflower,3000.0
Tamil Nadu,Namakkal,Rasipuram(Uzhavar Sandhai ) APMC,Coriander(Leaves),7800.0
Tamil Nadu,Namakkal,Rasipuram(Uzhavar Sandhai ) APMC,Bottle gourd,1700.0
Tamil Nadu,Namakkal,Rasipuram(Uzhavar Sandhai ) APMC,Amaranthus,3750.0
Tamil Nadu,Namakkal,Rasipuram(Uzhavar Sandhai ) APMC,Tapioca,2500.0
Tamil Nadu,Namakkal,Rasipuram(Uzhavar Sandhai ) APMC,Coconut,5100.0
Tamil Nadu,Namakkal,Rasipuram(Uzhavar Sandhai ) APMC,Snakeguard,5250.0
Tamil Nadu,Namakkal,Rasipuram(Uzhavar Sandhai ) APMC,Beetroot,4500.0
Tamil Nadu,Namakkal,Rasipuram(Uzhavar Sandhai ) APMC,Fig(Anjura/Anjeer),14000.0
Tamil Nadu,Namakkal,Rasipuram(Uzhavar Sandhai ) APMC,Mint(Pudina),3900.0
Tamil Nadu,Namakkal,Rasipuram(Uzhavar Sandhai ) APMC,Sweet Corn ,2250.0
Tamil Nadu,Namakkal,Kumarapalayam(Uzhavar Sandhai ) APMC,Onion,2300.0
Tamil Nadu,Namakkal,Kumarapalayam(Uzhavar Sandhai ) APMC,Bhindi(Ladies Finger),5000.0
Tamil Nadu,Namakkal,Kumarapalayam(Uzhavar Sandhai ) APMC,Ginger(Green),7000.0
Tamil Nadu,Namakkal,Kumarapalayam(Uzhavar Sandhai ) APMC,Lemon,7000.0
Tamil Nadu,Namakkal,Kumarapalayam(Uzhavar Sandhai ) APMC,Onion Green,3200.0
Tamil Nadu,Namakkal,Mohanur(Uzhavar Sandhai ) APMC,Onion,2700.0
Tamil Nadu,Namakkal,Mohanur(Uzhavar Sandhai ) APMC,Beetroot,3600.0
Tamil Nadu,Namakkal,Mohanur(Uzhavar Sandhai ) APMC,Raddish,2700.0
Tamil Nadu,Namakkal,Mohanur(Uzhavar Sandhai ) APMC,Mango(Raw-Ripe),5700.0
Tamil Nadu,Namakkal,Mohanur(Uzhavar Sandhai ) APMC,Guava,5750.0
Tamil Nadu,Namakkal,Mohanur(Uzhavar Sandhai ) APMC,Mint(Pudina),4500.0
Tamil Nadu,The Nilgiris,Udhagamandalam(Uzhavar Sandhai ) APMC,Orange,11000.0
Tamil Nadu,The Nilgiris,Udhagamandalam(Uzhavar Sandhai ) APMC,Grapes,9000.0
Tamil Nadu,The Nilgiris,Udhagamandalam(Uzhavar Sandhai ) APMC,Cauliflower,3250.0
Tamil Nadu,The Nilgiris,Udhagamandalam(Uzhavar Sandhai ) APMC,Papaya,4750.0
Tamil Nadu,The Nilgiris,Udhagamandalam(Uzhavar Sandhai ) APMC,Cluster beans,3750.0
Tamil Nadu,The Nilgiris,Udhagamandalam(Uzhavar Sandhai ) APMC,Bitter gourd,3750.0
Tamil Nadu,The Nilgiris,Udhagamandalam(Uzhavar Sandhai ) APMC,Green Chilli,3250.0
Tamil Nadu,The Nilgiris,Udhagamandalam(Uzhavar Sandhai ) APMC,Banana - Green,4250.0
Tamil Nadu,The Nilgiris,Udhagamandalam(Uzhavar Sandhai ) APMC,Beans,6750.0
Tamil Nadu,The Nilgiris,Udhagamandalam(Uzhavar Sandhai ) APMC,Ginger(Green),7250.0
Tamil Nadu,The Nilgiris,Udhagamandalam(Uzhavar Sandhai ) APMC,Drumstick,3250.0
Tamil Nadu,The Nilgiris,Udhagamandalam(Uzhavar Sandhai ) APMC,Onion Green,3200.0
Tamil Nadu,Perambalur,Perambalur(Uzhavar Sandhai ) APMC,Grapes,10000.0
Tamil Nadu,Perambalur,Perambalur(Uzhavar Sandhai ) APMC,Onion,2600.0
Tamil Nadu,Perambalur,Perambalur(Uzhavar Sandhai ) APMC,Garlic,13500.0
Tamil Nadu,Perambalur,Perambalur(Uzhavar Sandhai ) APMC,Brinjal,2900.0
Tamil Nadu,Perambalur,Perambalur(Uzhavar Sandhai ) APMC,Mousambi(Sweet Lime),7500.0
Tamil Nadu,Perambalur,Perambalur(Uzhavar Sandhai ) APMC,Ashgourd,1500.0
Tamil Nadu,Perambalur,Perambalur(Uzhavar Sandhai ) APMC,Ginger(Green),7250.0
Tamil Nadu,Perambalur,Perambalur(Uzhavar Sandhai ) APMC,Thondekai,4000.0
Tamil Nadu,Perambalur,Perambalur(Uzhavar Sandhai ) APMC,Capsicum,5600.0
Tamil Nadu,Perambalur,Perambalur(Uzhavar Sandhai ) APMC,Pomegranate,21000.0
